artist_name,track_name,track_uri,acousticness,danceability,energy,valence,instrumentalness,key,mode,liveness,speechiness,time_signature,tempo,loudness,lyrics
Buddy Guy,first time i met the blues - single version,09vmR1csyiufM5JQwe8o03,0.5589999999999999,0.39,0.713,0.713,0.00114,2.0,1.0,0.0528,0.0872,3.0,207.506,-4.284,time meet blue people walkin walkin wood time time meet blue blue walkin walkin wood watch house burnin blue blue harm blue people tree tree blue blue tree tree hear beg blue blue murder mornin blue blue doin mornin mornin mornin mister blue blue wonderin doin mornin blue night noon yeah
The Exploited,mucky pup,1QuHU3MASIB0I5m8HjVw97,0.204,0.598,0.902,0.444,0.0,4.0,0.0,0.121,0.287,4.0,108.483,-5.872000000000001,pick nose eat real humdinger mucky pup mucky pup mucky pup mucky pup mucky pup mucky pup mucky pup mucky pup pup drug glue stare people mucky pup mucky pup mucky pup mucky pup mucky pup mucky pup mucky pup mucky pup pup banjo pretty girl pick nipple mucky pup mucky pup mucky pup mucky pup mucky pup mucky pup mucky pup mucky pup pup clock news trip bleed love angela rippon angela rippon angela rippon angela rippon tit angela rippon angela rippon angela rippon tit angela rippon angela rippon angela rippon angela rippon angela rippon angela rippon angela rippon
Electric Six,heavy woman,7HjeKXq3KK1zEy1sl66eEf,0.000154,0.68,0.923,0.655,4.73e-06,9.0,0.0,0.0961,0.0375,4.0,117.941,-2.847,day day closer day day pass night sequence heavy heavy woman heavy woman tremor stand ground promise hear sound sound heavy woman thigh reason horn heavy life fly shoot butter butter knife heavy woman heavy woman sit floor snap promise trap heavy woman thigh ooh heaviness lie heavy dream lie beneath heavy eye yeah girl fall heavy yeah heavy woman heavy woman lean feel neighbouring town scientist affect tide heavy woman
Angel Dust,disbeliever,0bfFjFKfbp1a1C2jugnK2f,0.00133,0.505,0.7140000000000001,0.0942,0.00498,1.0,1.0,0.0999,0.0268,4.0,129.673,-4.8180000000000005,walk watch time cold neon light stranger cold gray wait day hold child scream night light impersonation humanity cease hold save ghost haunt night goodbye shadow fall night love undead eternity watch lovely creature dark night repeat bridge repeat chorus view save
Alestorm,shipwrecked,0ZpUxhb1nnLfVYGkvnGZuo,0.000618,0.468,0.977,0.35600000000000004,5.17e-05,5.0,0.0,0.885,0.0897,4.0,108.334,-4.664,day pirate captain hey lad crew adventure glory wait word gold set sail quest untold bottle rum hand dream wealth foreign land hey banjaxe hey screw death trap island lose shipwreck cease hey banjaxe hey screw death trap island lose shipwreck destiny night depth toil misery strike hide reef ship sink beneath grab drift wood hold abandon desert isle stick day hey banjaxe hey screw death trap island lose shipwreck cease hey banjaxe hey screw death trap island lose shipwreck destiny shipwreck shipwreck drunk shipwreck shipwreck drunk hey banjaxe hey screw death trap island lose shipwreck cease hey banjaxe hey screw death trap island lose shipwreck destiny
Ednita Nazario,me voy,0aCjBjrvLv1W5IJaMHllm6,0.177,0.7340000000000001,0.875,0.305,0.0,1.0,0.0,0.109,0.0386,4.0,119.937,-4.564,vanidad quizã pensar abra mã querer amar completo ser amada verdad quedan cosas hablar pedazos juntar podrã parar voy hacia desconocido crear destino divino voy solo miedo toda fuerza sola vida mã serã mã sigo queriendo querer asã voy reclamando ser mal gritar cielo quiero dirã sol brillar amor felicidad tener propia libertad apostar voy hacia desconocido crear destino divino voy solo miedo toda fuerza sola vida mã serã mã sigo queriendo querer asã voy camino indefinido tarde temprano encontramos solo puedo vivir momento voy hacia desconocido crear destino divino voy solo miedo toda fuerza sola vida mã serã mã sigo queriendo querer asã voy reclamando ser
CodeName: Rocky,oh lonely nights,6tIjwmFl1in8BwbCK0Wwlm,0.0146,0.4,0.995,0.29600000000000004,0.0,2.0,1.0,0.0866,0.218,4.0,165.275,-3.932,evil spring lonely night light moon drive demon lie lose soul hit head time black knee deep walk street late night darkness harbor mind lonely night soul replace tonight lonely night eye glow star mind sane fall vein hate change hold hand time kiss life goodbye fine mind fine mind fine mind fine mind lonely night
Chilliwack,whatcha gonna do,5lZINI6hbxh0cLNJD0iMQh,0.142,0.467,0.795,0.601,0.0,6.0,1.0,0.931,0.0346,4.0,116.72,-4.006,whatcha gon whatcha gon whatcha gon whatcha gon whatcha gon whatcha gon whatcha gon whatcha gon time change plan leave hand wait whatcha gon gon time remember wan touch wan gon whatcha gon whatcha gon whatcha gon whatcha gon whatcha gon whatcha gon boy send whatcha gon wan nothin wrong wan hear win wan hide quiet whatcha gon whatcha gon whatcha gon whatcha gon whatcha gon whatcha gon night cold air warm whatcha gon whatcha gon whatcha gon whatcha gon whatcha gon whatcha gon gon whatcha gon whatcha gon whatcha gon whatcha gon gon whatcha gon whatcha gon whatcha gon whatcha gon
Amel Larrieux,afraid,5WPMA58wFC6t0RkeTdOQHm,0.157,0.653,0.835,0.728,0.0,1.0,1.0,0.251,0.159,4.0,101.167,-4.382,dream night daytime slip walk wall imagine embrace snap lip heavenly daze sensation real blood rush elevate close eyed elation hearbeat race evocation afraid rapture stir afraid gon afraid fine forget breathe afraid fade replace body change beautiful form feel pulse beat press sensation real blood rush elevate close eyed elation hearbeat race evocation afraid rapture stir afraid gon afraid fine forget breathe afraid kin moon feel pull whispering ocean glow nectar flow spine afraid rapture stir afraid gon afraid fine forget breathe afraid
Field Mob,so what,2TNItTGFywUukXJdG6Qa25,0.0675,0.6759999999999999,0.484,0.902,0.0,6.0,1.0,0.0846,0.364,4.0,117.103,-10.532,lady gentleman jazzy pha field mob ciara superstar djs trouble hear nuthin pimp lot chick club slick lot chip sellin drug hear lock nuthin thug repeat slut freak gurl everyday week smart dummy stuff hear fiction hearin lover ear hear fake nerve miserable misery company listen vine grape nuthin liars hatin bet mind tradin mercede trouble hear nuthin pimp lot chick club slick lot chip sellin drug hear lock nuthin thug repeat cici money life legend hater throw salt rice weddin cousin nuthin missin type affection blind lie obvious attention yield blindness apply suspicion listen love trust stress school mess break jealous drama mother brother author book judge cover jail grindin real positive talkin negative pimp hate doin trouble hear nuthin pimp lot chick club slick lot chip sellin drug hear lock nuthin thug repeat lady gentleman ciara people cuz hang street boyfriend love matter people gon care repeat trouble hear nuthin pimp lot chick club slick lot chip sellin drug hear lock nuthin thug repeat
Alove For Enemies,lost at sea,4BSlwU5JCvxhftzpuvMdwx,2.47e-06,0.235,0.921,0.435,0.0919,0.0,1.0,0.3,0.105,4.0,86.611,-5.857,corporation send grave profit continue killing kill night night shoot shot goal murder shut drown hide guilt night night shoot shot goal murder win fool win sit kill hide advertising fun drive friend win win murder lie wasted child live
The Flipsides,tough love,6KnLG9eX9koPhj1sViGyp0,0.000105,0.622,0.475,0.91,0.00176,9.0,1.0,0.0794,0.0288,4.0,129.442,-7.306,feel waste hard cigarette beer taste quit hard embarrassment bear yell win talk loneliness hard life massive mess track hard advantage care throw burden bear drink pain madness gain dog advantage care throw burden bear
The Corrs,someday,6Sv8xIqMcq1zZDbUDZK4Ls,0.229,0.607,0.925,0.8270000000000001,0.0,4.0,0.0,0.0723,0.0465,4.0,99.988,-4.561,fragment love fantasy dream photograph hypnotic melody sing song comfortable rhythm comfortless love passion feel love baby passion forget forget forget forget fragrant memory fade live love dream fairytale goodbye habitual romance rise petal song dance love passion feel love baby passion forget forget forget forget love passion forget forget forget forget forget forget forget forget forget forget forget forget
Danielle Bradbery,wild boy,3HLbZfqTp6uAp0z84ExsXb,0.016,0.631,0.636,0.227,4.29e-05,11.0,1.0,0.128,0.0292,4.0,107.981,-5.7920000000000025,draw flame ride paper airplane hurricane eye midnight ride motorcycle rain oo ooh charm senseless oo ooh leave defenseless wild boy wild boy catch lighting shooting sky moment gon disappear goodbye matter tame wild boy danger tattoos sugarcane devil favorite muse stake gambler sink fly moon oo ooh wan oo ooh gon wild boy wild boy catch lighting shooting sky moment gon disappear goodbye matter tame wild boy wild boy wild boy send shiver spine roman candle burn sky silver stallion night matter tame wild boy tame wild boy
Delinquent Habits,return of the tres,4XYsx8ga3fGwEFOOcauPZC,9.12e-05,0.725,0.8,0.471,0.00271,1.0,0.0,0.0951,0.111,4.0,100.609,-6.829,vida quatro vente pistos botella row annointe fiesta poppin finger irie eyed vatos crowd joint check catch squintin word fly gleam eye drum roll time horn blow gas pedal metal korn rhyme rocka shit load placa grab mic freak rhythm vavas palabra fade boo include sissy cha cha rucca poppa guero action hun manana crash whiplash city night bright light herb stash onda muchacho arriba manos gavacho moreno penetra barrio lace rola rock frente rrrrrr blaxican gente chanclaso deep fregadaso coke rum flex brazos hit angle leg sweep cheap shot bird shit straight cop twin pistollero guerrero afraid matter maniacs crowd night hype fraction feria chronica aire quieren vile sick latin sty quile chuecko feel drum word hum oye muneca mueve cadera ritmo trompetas feel beat kick hard escopeta vatos prowl hoochie lookin fresca delincuente vengan frente hazte atras decente chueco bent contact hierba vuelva somethin eye burn head turnt pupil tight stiff neck hurt exert check vibe freaky survive dodgin hurra tryin shoot mueva smooth creep crawl batch thaw lace win fall winner trick flick
Capdown,unite to progress,0xNlQtIK5seLWMWoDy2Kgp,1.77e-06,0.32299999999999995,0.987,0.325,0.0318,1.0,1.0,0.188,0.0701,4.0,104.767,-5.053,divide yeah mistake mistake learn cos song wrong thinker answer yeah wrong admit react twist fear damage pride pride belief conceive time pride divide
Dinosaur Jr.,get me - live from cbgb's 12/93,4ELGjq4gyZ91GE26N80kYW,0.804,0.391,0.416,0.205,0.0,7.0,1.0,0.509,0.0372,4.0,152.671,-11.021,win stall guess day tremble word eye close win dream shoot daylight pray lose hang abuse choose gon gon anytime door leavin screw everytime fight hard excited bite gon gon
Disney Peaceful Piano,let it go,1rn2BdSE3eMh5UagUT91Ia,0.995,0.568,0.185,0.235,0.952,8.0,1.0,0.0611,0.0632,4.0,126.086,-21.464,snow snow snow weather frightful delightful snow snow snow sign corn pop light snow snow snow finally kiss goodnight hate storm hold tight warm slowly goodbye love snow snow snow snow snow snow finally kiss goodnight hate storm hold tight warm slowly goodbye love snow snow snow love snow snow snow snow snow snow snow snow
Black Light Burns,we light up,0eH9m7NOcOmGBSF0LIXAgM,0.000116,0.426,0.984,0.253,0.000858,6.0,1.0,0.42,0.104,4.0,94.969,-4.541,camera gon picture tonight camera gon picture tonight beat black blue hair tie fur coat girlfriend gon meet street drink pinky shake martini bit late pretty friendly fight crowd reach bar gon rage city night gon rage city night discotheque win play song gon rage city night camera gon picture tonight camera gon picture tonight beat black blue band digress stair roof access hear city scream yell win late night lurk underground downstairs snare ugly sound gon proposition rage city night gon rage city night discotheque win play song gon rage city night bridge tower roof light night house house mouth mouth escape shake sky scrape flight rise collide tonight deny trouble moment meet live gon regret gon rage city night gon rage city night discotheque win play song gon rage city night
The Gone Jackals,not buried deep enough,24pQRk3gcgGmJkmbqUYaa8,0.000387,0.395,0.8859999999999999,0.224,1.4800000000000002e-05,4.0,1.0,0.0938,0.0615,4.0,101.562,-13.165,fight fight change wrong malcolm kiss slave kiss master god raise fist righteous rage dr king rest peace spread disease clock strike thirteen pup centerville triage solution heaven sing dance cast stone wwii bout neighbor turnin jew time recall breath fight fight scope gun indifference train soul gravespin hero seed cloud dust blood bury deep distance thunder truth bullet proof boy bully coward naturally spin sink knee wrong history fight fight
Fiend,do you know?,2j75U1E11Hes5FrYHna27h,0.0181,0.7290000000000001,0.773,0.569,0.0,7.0,1.0,0.118,0.35100000000000003,4.0,177.99599999999995,-5.865,chorus fuckin start shit win shit mystikal fiend tarantula caterpillar wheeler roll armadillo orange blue comin skillet fuckin dick pussy fly shit motherfuckin concrete crush torpedo loud hard thumping sound kill mosquito motherfuckin red ant draggin bettle nigga remember shootin needle coughin cough chest dead maggot eatin flesh sad note violin hammer hit firing pin voice head tellin carbon dioxide replace oxygen mysterious mystikal monument south muthafuckin prince chorus fiend bad motherfucker boy hater destruction pistol bustin bhaw bhaw chubby cussin verbally herbally puffin weed smokin tree groove left seed leave soldier creed set pretend throwin hot shit nigga boy fade fuck change change boy strange change boy comin comin bad cop fuck glock plenty stock nigga tank hot paper heated delete penicillin defeat chorus
Bad Boys Blue,lady in black - reloaded,13oCqejP4Tcnif6bLMBdw7,0.062,0.637,0.937,0.966,0.0236,6.0,0.0,0.0519,0.0289,4.0,122.983,-9.147,deserted moon shine magic woman dress lace sign follow house light night window symbol red paint lady black window forget magic lady lady black lady beauty divine heart heavenly smile reach kiss hand suddenly tumble sand break lace lie ground house light fade night window symbol red paint lady black window forget magic lady lady black break lace lie ground house light fade night window symbol red paint lady black window forget magic lady lady black window symbol red paint lady black window forget magic lady lady black
Dave Mason,"sad and deep as you - live at universal amphitheater, los angeles, ca - 1975",09oBAVbeDSggAo20Jfrb99,0.757,0.425,0.139,0.0987,0.0,2.0,0.0,0.441,0.0335,4.0,138.945,-17.755,lip warm lip speak lip story sad deep smile warm summer sun smile smile story sad deep eye window eye dew eye story sad deep tear unspoken word tear truth tear story sad deep
The Gaslight Anthem,biloxi parish,0lSiHMSduUp2vVbWTFtHSi,0.00351,0.378,0.7959999999999999,0.5820000000000001,0.0,10.0,1.0,0.0914,0.0416,4.0,175.57299999999995,-4.753,fondle heart string break house size darling eventually haunt eventually queen dark dark biloxi parish matter love pass hope wait dark dark baby blood curse hang hang hero failure ghost burn brilliant explosion blood sweat throw baby blood curse hang baby blood curse hang hang
Buffalo Springfield,sad memory,1f6MbTNgrQ9ZFjAD5w3Yj9,0.816,0.468,0.0555,0.185,8.93e-05,11.0,0.0,0.109,0.045,5.0,134.68200000000002,-20.526,soft wind blow summertime lover feel walk hand hand shady lane happen happen love girl walk feel blue blue forget night kiss soft true whisper word lover love love mind girl love tenderly forget leave sad memory sad memory
Gang Of Four,love like anthrax - live,7f3RSP8mVQ6PtQH9tBtiLe,0.0213,0.601,0.941,0.638,0.669,2.0,1.0,0.947,0.059,4.0,143.89700000000005,-6.4510000000000005,wake morning desperation win head brain piss drain feel beetle love anthrax catch control mind sunshade blind yesterday health love crop lot sing cos song fall love happy love occasionally sing time special sing burst song inspire inspire love singer appeal singe love love belief love deep personality wrong love people shroud mystery love anthrax catch love anthrax catch
Andrea Bocelli,agnus dei,2UqqUZuN0ijiws7u6gktz7,0.988,0.198,0.0917,0.0391,0.00602,5.0,1.0,0.142,0.0413,3.0,102.79,-16.437,requiem agnus dei tollis peccata mundi dona eis requiem agnus dei tollis peccata mundi
ASCENSION THEORY,regeneration,0yCodh5UC41HTNGND0KHdD,0.371,0.206,0.552,0.183,6.89e-06,1.0,1.0,0.34,0.0375,4.0,159.572,-10.435,image paste friend wall flight life time brand color bright speaker dawning nation stand friend teach death heart truth creation truth teach life regeneration regeneration child imagination eye transforming mind spirit harmony unfamiliar trap sleep chance revival flower grow head hold key redemption energy flow beneathe ground restore life life learn heart live life hope day stand edge unknown fight break wall build life
At The Gates,forever blind,2Eb2ulPAtqhMmTIY2HSDe2,1.06e-05,0.34600000000000003,0.986,0.245,0.133,11.0,0.0,0.201,0.13,1.0,114.745,-6.065,cell pity sunrise cold plain soul beckon warm horizon sun greet eye steal bastard goddamn sun goddamn pain search heart love vain goddamn soul goddamn pain explore life fear feel torment blind
Alabama Shakes,the greatest,24wMQTr2g3fRZtdr8FXBX0,0.000533,0.211,0.915,0.625,0.407,6.0,0.0,0.069,0.136,4.0,160.14600000000004,-2.051,check baby stick piece heart stay stay tryin baby god damn huh alright huh huh stay stay tryin baby dry ugly soul
Chuck Prophet,monkey in the middle,737lFL8ubupgIdsb2rku6k,0.0658,0.551,0.733,0.579,0.000156,7.0,0.0,0.362,0.0408,4.0,81.24600000000002,-7.825,break feeling curiosity seeker fall bit break job bear apple seed notice steal kiss dark sister hard monkey middle catch pump dump bait switch flip wrist pup farm meet beast charm monkey middle catch yeah monkey middle catch petersburg funky town money microfilm discotheque cash hand traveler check monkey middle catch yeah monkey middle catch alright catch catch watch cleopatra rule nile iron fist folk handle hunt river queen lay hand monkey middle catch heart egypt land hand harmless game truth grab snake hold monkey middle catch yeah monkey middle catch alright catch catch watch unknown people gray hair head cool bitter monkey middle catch jesus dyin bed plan reaper shut light monkey middle catch yeah monkey middle catch guitar player guess guess ooh guess
Escala,chi mai,1jpXdbxZQ9XXVu69FAUxZk,0.815,0.408,0.256,0.0517,0.83,6.0,0.0,0.0848,0.0305,3.0,90.082,-9.833,wan bout baby baby leave love love ectasy leave love baby wan leave baby love ectasy love baby love baby
Dallas Wayne,big thinkin',7BTeu6PMvyF5uu0p7BMUMO,0.215,0.457,0.843,0.777,0.0008320000000000001,7.0,1.0,0.463,0.0374,4.0,170.745,-6.858,gon day luck gon boss worth earn thinkin chin hold hope sinkin poor boy thinkin friday night city light devil respond mind bourbon red hot blonde doorstep showin sign hard night drinkin gon fool time thinkin galileo thinkin step shoe win day gon ride wheel black lincoln win box pine thinkin killin time layin couch day busy hatchin wastin life fat cat check inkin pay skill thinkin columbus blue suddenly map brand money musclebound crew win
33Miles,come with me,1mEKJN2ap9szdeJiCAObSK,0.0273,0.467,0.8909999999999999,0.58,0.0,8.0,1.0,0.373,0.0681,4.0,95.119,-4.3660000000000005,greener grass knock fence matter hard void jesus imagine savior friend meet yeah yeah yeah tired day day power change matter plan fall wing ground yeah time jesus imagine savior friend meet claim hold answer hold jesus jesus imagine savior friend meet meet yeah yeah jesus
Big Head Blues Club,sweet home chicago,1Ly0lYpV0lnoLme3VAwxq9,0.926,0.589,0.292,0.594,0.0467,9.0,1.0,0.0776,0.0882,4.0,105.084,-10.578,baby wan yeah baby wan land california sweet chicago guess baby cryin baby wan sweet chicago care bang heart sleep bout cryin baby wan sweet chicago guess baby cryin baby wan sweet chicago
Everclear,complacent,5xBdC6BWYrQj0w4WARfknH,6.74e-05,0.375,0.8440000000000001,0.488,0.0,2.0,1.0,0.522,0.0645,4.0,201.936,-4.974,burn control crash burn matter time black wake jail remember break mind rage grow pill angry promise break promise promise complacent wife restrain tired fall kid ashamed tired grow walk clean street angry promise break promise hurt promise complacent scare guy complacent promise promise angry angry angry angry angry meet smile laugh laugh guess funny happy crazy win beat brother fake smile play nice fuck angry scare guy complacent promise
Daniel Thornton,when i say,4dhrJjICLxwJ2XIWCuKl1u,0.0114,0.552,0.536,0.0768,0.0,7.0,1.0,0.0956,0.0329,4.0,135.69799999999998,-6.329,kingdom wan heart love lord surrender wan word lord increase destiny revive servant grant passion lost vision cross hunger soul consume holy spirit burn
Dargaard,my phantasm supreme,76jiHlOtor7VYEsrNNBvI8,0.8270000000000001,0.486,0.609,0.113,0.3720000000000001,0.0,1.0,0.35700000000000004,0.0306,4.0,135.009,-8.443,lyric tharen encrypt sign red glow contrast deep dark stone energetic sweep eye mind event horizon body energy chapter bow god lose subsconscious freedom shadow follow sorcerer feel cold hand touch heart spear flame rage sky revenge ancient feel break seal preperation bring simple spirit adventure phantasm supreme gate chapter terrestrial temporal mortal existence eternity word mortal dissolution return chaos rise storm punishement earth purification
Emitt Rhodes,someone else,4inkjV3O2I8h9OxVZkCbEb,0.906,0.674,0.522,0.307,1.17e-05,4.0,1.0,0.112,0.0341,4.0,115.046,-8.304,care lot prepare broken heart strong brave feel afraid woah woah sick sense guess woah woah refrain thinkin hold close love hear lie feel lose compromise sense woah woah refrain wrong fault crazy refrain woah woah
Freddy Breck,rote rosen,7tricOMf5abTe5MqfnOCfv,0.63,0.238,0.588,0.589,0.0,10.0,1.0,0.203,0.0447,3.0,200.471,-7.76,rote rosen rote rosen ewigen boten liebe rote rosen rote rosen bekommst darum rote rosen rote rosen sagen verschweige rote rosen rote rosen versprechen bleibe schn rosen schn rosen bl bl heut weiss erst liebe gibt heut erstenmal richtig verliebt schn rosen schn blick schn rosen bl bl rote rosen rote rosen ewigen boten liebe leider leider vergnglich rote rosen rote rosen schn ssen verbl hen liebe liebe schn verbl nie schn rosen
Face To Face,you lied,3BrwXRa777K7rr5kRCsJiO,2.49e-05,0.159,0.931,0.426,0.0,9.0,1.0,0.275,0.0791,4.0,158.79399999999995,-6.6610000000000005,wall feel change suppose control life bring knee hide lie word hear lie cold chill bone control life bring knee hide lie
5 Seconds of Summer,kiss me kiss me,3etQn0yYpLY6R8YP7mbvCK,0.000357,0.476,0.941,0.34600000000000003,0.0,0.0,1.0,0.0957,0.0955,4.0,150.049,-4.756,whoa whoa teenage memory whoa whoa teenage wake sunday late night head light hold tight radio loud truth flash light hold tight town goodbye kiss kiss kiss kiss kiss kiss tonight life yeah teenage memory whoa whoa teenage memory close eye alright breath rest sunrise heartbeat sweet lip touch gon dream loud goodbye kiss kiss kiss kiss kiss kiss tonight life yeah teenage memory teenage memory kiss kiss kiss kiss kiss kiss tonight life yeah teenage memory whoa whoa teenage memory whoa whoa teenage memory
The Gaslight Anthem,howl,6dM5iHYIskmG5OW0gDsBja,1.02e-05,0.257,0.964,0.73,0.0,0.0,1.0,0.313,0.0618,4.0,192.002,-5.134,hey wake hey shake educate grow travel hear sound thunder lie wait plan escape movement dress wave hip electric ground blow friday night wan hood moonlight radio radio magic leave soul wait plan share love country movement dress wave hip electric ground
Every Time I Die,ebolarama,47dpubrQXYmHnQ0ccloxSV,0.00124,0.35,0.964,0.266,3.14e-05,2.0,1.0,0.179,0.103,4.0,92.576,-4.838,boy shoot thrill hip time action trick pig auction pageant time makeup set cutlery livestock star strike salivate ravenous cartoon goddamn animal watch spit squeal soft music dim light floor neon bulb cosmetic swine dazzling truss formal attire secret spill gut lock load drip fed bloat trigger finger snag mouse trap moment light moth leave cold dark begging urgency strike lose nerve rush cockroach alright pail bed fine rome romans shot bar kill term morning utter single word night thoughtless incessant buzzing aparatu disillusioned lonely stade rock roll takeover live day night time mercy fuck blood passion red handed denial lover pretty eye kill
Bruce Springsteen,the hitter,2PlPegkfW8hx7HLfOlWrz2,0.852,0.278,0.0983,0.281,0.007229999999999999,7.0,1.0,0.122,0.038,3.0,172.453,-16.824,door unlock chain passin catch rain nothin nothin lie kid southern queen police flee orleans fight dockyard money fight blood trade baton rouge ponchatoula lafayette town pay money knock easily restraint mercy stranger fight champion jack thompson field mud rain tent canvas mix blood twelfth slip tongue broken jaw stand pound bloody body floor bell rang rang feel glove leather slip tween skin bone woman money fast day lose track woman red money green black fought silk suit lay bet share regret armory john mcdowell rafter watch fall raise arm stomach twist sky black stuff bag money understand play game speak voice recognize door dark eye nothin kiss smile door lie gray rain fallin fightin field alley step money speak crime nothin nothin lie tonight shipyard draw circle dirt center shirt study cut scar pain time erase hard left strike
The Blues Brothers,think,6kie23fo40j9gBNWGWg5Dc,0.495,0.653,0.836,0.713,0.000232,5.0,1.0,0.24,0.188,4.0,128.628,-5.5939999999999985,mind psychiatrist doctor degree yeah mind freedom freedom freedom freedom freedom yeah freedom freedom freedom freedom freedom freedom ooh freedom answer win win gon change yeah mind people walk everyday playing game score people lose mind careful lose yeah mind people baby
A*Teens,cross my heart,1NZ1QUEjwYeCY6PsUEj97F,0.0633,0.6459999999999999,0.945,0.821,1.37e-06,0.0,1.0,0.333,0.0669,4.0,95.0,-2.6910000000000003,hold close baby hold tight tonight hear baby hear word word true sun sky shoulder candle night laughter rain shelter pain angel disguise chorus cross heart word wide change feelin believin love love love love promise vow swear love hear heart heart baby eye eye day promise catch fall hear chorus gon baby time lip sun sky shoulder candle night laughter rain shelter pain angel disguise chorus
Bikini Kill,speed heart,1Ew5unNIz1c0Pswkg6en0r,3.32e-05,0.199,0.931,0.414,0.964,9.0,0.0,0.331,0.118,4.0,108.144,-5.783,steal power fantasy vanity guy meet cheater fast time emotion god street company shelter pain
Aborted,gestated rabidity (bonus track),29XTPNganRkPpSivwD9bS8,5.64e-05,0.29100000000000004,0.979,0.337,0.889,6.0,1.0,0.104,0.14300000000000002,4.0,118.853,-4.019,malodorous scent decay reek path storageshed urge deep cortex rage cervix cranial decay grab eviscerate carnal delicatesse lie day cannibalistic malpractice enthrall gangrenous process excess bereave swarm flesh malpractice necronutricious form malodorous malicious haemoglobine infect cortex artistically rearrange chromosome intricate carnal thirst control furious eloquent hunger shoot plate necrotorous pleasure voraciously haematobic lesion infect spread haemoglobinic syndrome perversity haematobic lesion infect spread hunger miscreant heretic foe resect natural life defect spread bloodflow eviscerate carnal delicatesse lie day cannibalistic malpractice enthrall gangrenous process excess bereave swarm flesh malpractice necronutricious form malodorous malicious haemoglobine infect cortex artistically rearrange chromosome intricate carnal thirst control furious eloquent hunger shoot plate necrotorous pleasure gestate rabid hunger tomb plunder
Don Henley,little tin god,51OastpX7tFtQJREKhaEc4,0.129,0.68,0.61,0.7829999999999999,0.0,4.0,1.0,0.32299999999999995,0.0294,4.0,151.82299999999995,-10.87,age dawn expect business usual headline read shaky modern savior resurrect excitement mislead people miracle lord tryin livin child feed dark motel flag jesus mighty fall bible pray tin god step tin god fear reaper fear rod knee holler knee tin god cowboy jingo hear trouble blaze glory ride west sayin love rest pray tin god step tin god hate hate job knee holler knee tin god throw rope heaven lead flock water middle choice wander wilderness upturned listen hear voice pray tin god step tin god fear reaper fear rod knee holler knee holler knee holler knee tin god
Earlimart,before it gets better,3lxytbhz1rGXRDdTDrYYRM,0.532,0.568,0.597,0.684,0.0971,2.0,1.0,0.103,0.0257,4.0,93.015,-7.537000000000001,light win matter pull circuit remove bulb blow fuse bright star discover pin hole stand time easy ignore theory win upset win fight escape mind distant roar highway win subside leave leave moon bloodbath bloodbath bloodbath bad crowded people plan time time fine count friend hand understand feel bad sad deathtrap deathtrap deathtrap bloodbath gon bad gon bad gon bad
Dover,serenade - 2007 remastered version,0lyKbeUkWCLaAQMYjrLy2L,0.105,0.481,0.8059999999999999,0.278,1.5399999999999998e-05,5.0,0.0,0.102,0.0479,4.0,123.656,-3.919,relate friend advice break code jacket scare relate friend remember burn scared destiny wait hard hand hurt pay serenade serenade dry sick serenade serenade cold sick
Dokken,drown,4R3zyqOX3LkAAGf9n3uIgK,5.99e-05,0.388,0.945,0.368,0.00177,0.0,1.0,0.0866,0.0576,4.0,80.715,-4.745,leave crossfire sacrifice love hate ammunition regain mental adrift endless lie bitterness horizon reach start shine reflection wave distant shore drown slip beneath wave drown grave love heartache save drown conversation erode mind emancipation solitude night sleep contemplate profess innocence hold hold smoking gun atop ocean blue cast leave drown slip beneath wave drown grave love heartache save drown drown slip beneath wave drown grave drown rain love heartache save save drown
Buika,hay en la luz,4a1ohLIgztkMMSv7xhQy8e,0.922,0.429,0.0754,0.104,0.0,2.0,0.0,0.0746,0.0557,4.0,77.054,-13.300999999999998,luz sombra azul ojos hondo penar lleva pensar equivoquã aun sã quã hoy siento vera rã miro quã puedo hacer tãº vas alejando voy suplicando volverte ver cualquier amanecã pequeã flor tarde amor regalã aãºn sã quã hoy siento vera rã miro quã puedo hacer tãº vas alejando voy suplicando volverte ver
Destroy The Runner,from the red,2pbonUSRnVhGnzQDX0kblA,0.00579,0.406,0.902,0.388,0.000545,8.0,1.0,0.27,0.0564,1.0,163.018,-2.8160000000000003,future tree heart love tear word hopeless love hopeless love dream heart slow tear tear pain tear tear red trade heart emptiness love human condition close eye hope heart slow heart slow tear tear pain tear tear red heart red heart slow tear tear pain tear tear red tear pain tear red
Embrace Today,take my hand,5yZqDUjBWe4bGEavsNf3LS,1.49e-05,0.253,0.982,0.196,0.01,9.0,1.0,0.6920000000000001,0.173,4.0,112.095,-3.422,hand hold tight cut throat fucking recognize horror generation fucking blame time life fucking chance live shit generation fucking blame time fucking sit bitch hand cut throat
Donovan,tangerine puppet,0SAELrN9CaZgiQdV0W8SuM,0.861,0.377,0.348,0.682,0.905,0.0,0.0,0.112,0.0462,4.0,107.371,-15.424,fairy story tangerine puppet
Aaron Sprinkle,useless,1vct24dztlfUMcQAuhvTnR,0.7709999999999999,0.623,0.318,0.156,0.00158,2.0,0.0,0.131,0.0276,5.0,105.074,-11.382,ithink useless leave undone chorus boy conscience hold hand understand win spend time friend hand sit awhile chorus feel honest question silent scream hear answer warn boy conscience hold hand understand
