artist_name,track_name,track_uri,acousticness,danceability,energy,valence,instrumentalness,key,mode,liveness,speechiness,time_signature,tempo,loudness,lyrics
Angus Stone,bird on the buffalo,5QQowJXY9iyA5dcxBJmJiz,0.0032700000000000003,0.733,0.722,0.8640000000000001,0.7929999999999999,10.0,0.0,0.0881,0.0257,4.0,115.533,-8.716000000000001,change rain watchtower whisper sleep stick dream shoot baby arrow wind wound cut bent scar lose love break stormy weather bird buffalo bird buffalo change rain lighthouse whisper sleep awake dream shoot baby arrow wind bird buffalo bird buffalo bird buffalo bird buffalo bird bird buffalo
Chuuwee,radical,5DAGwexpPwsWCgOE6nFmba,0.0825,0.5770000000000001,0.923,0.486,0.0,10.0,0.0,0.274,0.361,4.0,128.886,-5.5829999999999975,verse american american apparel barrel shit barely wear materialistic deep underwear humble bug deep skin lonely hurt scare eat head crooked fuckin player oopp attitude fuckin care crab barrel angry sterile mad fuck yea yea true chu bitch damn fun fuck aggravate love love game hate player listen shit tryna shit fuckin hear fucking bitch fucking square loose play victim kick foot talk bout fair break bottle break chair saris hook radical slice tire mad radical bad bitch bad attitude radical radical sporadic drink irrational verse dat bitch scared loud square fucking stereo type american yea straight fucking tale devil minion lair speak analogy fuck mayor head damn kinda yea challenge pull hair tia tamera drive porsche panamera eat panera bread frequently time fuck attentive hear play care figure cheer musketeer poke flee scene bitch davis eat chill weird roll chandelier light roof shit cheer cheer chrous bitch radical love attitude radica mad radical shit rattle baffle hang nut tassle verse american weave human hair ear bitch care talk disappear kuz talk lose head fuckin idea fuckin tryin raise fuckin kid add stuff damn ungrateful grant live glad kid rib life callin bitch bitch fuckin goofy common cent kuz talkin shit exist day wake feel sick trick dick feel neyo sick super luscious super illustrious shit bitch chrous
Dark Synergy,shadows,5Daiy54EOq3ARIeBp61UId,8.44e-05,0.428,0.7190000000000001,0.512,0.662,6.0,1.0,0.362,0.0407,4.0,135.361,-4.552,shadow fade darkness fade yeah shadow night hour shadow fade shadow fade darkness yeah fade dark fade darkness yeah fade dark shadow
Angry Johnny and the Killbillies,charlie,015OanN5xpCXWPhKkEFqhK,0.208,0.5720000000000001,0.343,0.534,2.15e-05,4.0,0.0,0.297,0.0378,4.0,106.925,-11.998,charlie chainsaw pickle jar formaldehyde tonight ride rose poem write win samantha heart tonight charlie poulan start sittin oil sludge yankin cord night goddamn budge samantha walk night leave tomorrow morning late spark plug gas siphon daddy truck poulan win cooperate charlie luck samantha whistle walk street pull poulan true love roll foot charlie samantha twist modern tale samantha pickle jar charlie grow jail true love crazy handle poulan rusty cut piece wood yeah poulan rusty cut piece wood
David Zowie,house every weekend - radio edit,37Lp74HWYnHunF7BbHAGSb,0.324,0.7909999999999999,0.574,0.406,0.0,0.0,0.0,0.102,0.0673,4.0,122.053,-7.061,house weekend house weekend house weekend house weekend house weekend house weekend house weekend house weekend love fake stay house weekend hard explode explode explode explode explode explode explode explode house weekend house weekend house weekend hard house weekend house weekend house weekend hard stay house weekend house weekend house weekend house weekend house weekend house weekend explode explode
Grace Potter,delirious,4JExsmaJwWInh2uglTeEsT,0.016,0.679,0.7070000000000001,0.27,7.01e-05,0.0,1.0,0.0744,0.0454,4.0,124.978,-6.039,sleep resist street light persistent dark city hey hey awake magic day break wan sleep mysterious love feel delirious delirious day night day delirious day night day delirious close eye wait life sleep love feel delirious delirious day night day delirious day night day delirious gon fall twisted slide deep override mind delirious delirious day night day delirious day night day delirious day night day delirious day night delirious
Floetry,"opera - live at the house of blues, new orleans / 2003",6sYwKn5PX8IU01zM0khppm,0.0848,0.416,0.91,0.52,0.0,5.0,0.0,0.899,0.243,4.0,96.508,-3.953,listen meet guy mad moment explain listen write fairy tale live castle tight hansel gretal grow settle town tighten marry day love everyday stay tonight hold tight love bite share soul pick roll lose control break forget insert time night morning crack habit feene grin money win feel purer singe real singe kinda opera shit whisper ear promise ummm crown king throne stripe tonight morning talk beat dawning chill time barrier whisper proper game london lace sense shit intense kinda break role freaky stave belt gon lie feel universe leave singe opera cleopatra madam butterfly shit bring tear eye lie ignore grab happy minute true opera supposse happen foot tappin voice breakin carve karma sutra diagram headboard ignore buzzer time hard lie surprise myslef conniving dove survival christen tree grow cloud spit snow lay kiss chest zorro hide clothe play fight child clash titan weight lose slum village album repeat knockin boot hip hop beat reach maximum sleep singe real lie listen gon break truth goose pimple shit voice hear voice answer phone listen split split business hit opera gon minute
Dyablo,resurekxion,2zmUCTXz12zFZcrl37yyRE,0.152,0.85,0.8079999999999999,0.7759999999999999,0.0,11.0,0.0,0.0803,0.0785,4.0,91.025,-6.2570000000000014,ahora sabe huye profeta brete voy explicarte juego vida enemigos sonren mira actitud cambia acuerdo cada situacin muerto siete meses resurekxin revolucin confusin congregacin evolucin apao quiebro arranco alma destruccin ahora sabe perfectamente solo peor peor mejor peor hoy mas podrn quitarle alma soldado pue vivir vida eternamente futuro llegado sentado discpulo armado correrle dejo desangrado talvez vida infierno morimo vamos ver presumen enemigos ven carne viva corren pue teman frente presumen pue dinero fama sabe represento latinos cesar chvez atraviese ruta mejor clave historia aqu termina sabe coro ahora sabe huye indestructible brete voy siete mese muerto ahora regresado profeca cumplido tiempo llegado profecas felonas pensaste tenas cuete quiebra diente entra boca ojos lloran derrota alma explota mientras cuerpo bien fro alma baldo cuerpo vaco vida termina seguida profeca sigue continua celebran muerte bebiendo kala dinasta profeta siempre continua vida eterna indestructible efecta cualquier castigo pinches putos copiadores estilos palabras perros creador estilos palabras modo crea estilo mismo sabe jodo tiempo ensearle mundo hispanos soberanos tambin rifamos enfrente plomazo tumbamos revolucin causamos mexicanos coro ahora sabe huye indestructible brete voy siete mese muerto ahora regresado profeca cumplido tiempo llegado sigo mexicano duro matar brete lado tocar versos truenan cascos crneos escopeta jess diablo apodo profeta catastro feo causo reta exposicin mundial reconocido planeta boca escupe balas dejo volar corto alas vale nunca ganas cuido espalda horas semana pue descuido vida acaba muerte inevitable nico seguro pue cada paso conmigo juro naces siempre terminas pue lado siquiera miras llaga pronto imaginas acabo bien pronto misericordia alma quito aqu reviento aqu terminas coro ahora sabe huye indestructible brete voy siete mese muerto ahora regresado profeca cumplido tiempo llegado
Corrosion Of Conformity,what?,5WeeAFFMQ8ommvFmT7yS9a,0.00034700000000000003,0.0989,0.996,0.0396,0.0119,11.0,0.0,0.0795,0.373,4.0,198.122,-5.324,deafness silence wait loud wide loud win learn burn burn hearing jar brain learn burn threshold pain brink unaware care loud idea comprehend unaware care
Confederate Railroad,see ya,1USL3QkPaPlSeGMH7SVgHc,0.0434,0.524,0.362,0.239,8.65e-05,4.0,1.0,0.104,0.0279,4.0,72.315,-13.987,guess read warning sign leavin cross mind chorus stand shoe watch walk late hard boy stand door chance start chorus
Carl Smith,me and my broken heart,32cYPJ08PD4JxUEq8vRExz,0.376,0.515,0.287,0.388,0.0,0.0,1.0,0.116,0.0315,4.0,105.817,-11.092,wait church watch weddin start organ play stand pray broken heart foolish foolish pride bring tear sorrow untrue heart steel sunshine life worship stand bride bow head grief shame feel teardrop start organ play stand pray broken heart
Don Gibson,my hands are tied,3kMUDlq50foGUc2ojXbNYz,0.82,0.695,0.715,0.973,0.046,10.0,1.0,0.136,0.0353,4.0,141.684,-10.271,hand tie yeah hand tie baby tonight hold tight hand tie hand tie yeah hand tie puppy duck luck hand tie insane dream true hand tie hand tie yeah hand tie baby tonight hold tight hand tie insane dream true hand tie
Catey Shaw,show up,1xfF2Wg0q9PIJjvDI35FJP,0.6459999999999999,0.606,0.301,0.276,0.0,0.0,1.0,0.0745,0.0415,4.0,139.623,-11.578,gon marathon cross finish drive sonoma sip wine gon read mystery prepare party attend question gon gon love gon gon gon love gon gon gon graduate law school bar mustang drive gon plant garden pick grow gon waste beauty spend night question gon gon love gon gon gon love gon gon easy sit pain chance climb aboard train learn break choose stay question gon gon love gon gon gon love gon gon
Best Girl Athlete,talk,1lZfG5xDSCntIMzrf87RA1,0.921,0.168,0.305,0.0624,0.613,0.0,1.0,0.11,0.0334,3.0,104.407,-9.291,talk awhile talk alright talk hour care talk walk fair exchange talk talk hour care talk walk
Ace of Base,life is a flower,7hQgwzBCXsdIRsaFonrS3P,0.0168,0.635,0.804,0.565,0.0,11.0,0.0,0.229,0.0361,4.0,96.013,-6.0070000000000014,live whistle wind carry smile smile life flower precious hand carry smile smile race day close care live light live whistle wind judge jailer host hide catcher rye live whistle wind agony release earn consequence live life live
Blue Rodeo,are you ready,23IA1XckOGg7PdMqNiggVc,0.0468,0.276,0.893,0.748,0.0629,9.0,1.0,0.0828,0.0412,4.0,149.96,-5.1629999999999985,ready ready ready ready sad story worry buddy river carry ready ready leave life love whiskey cigarette breath sunset worry buddy river carry ready ready ready ready ready ready goodbye hard worry buddy river carry ready ready
Doc Watson,spike driver blues,46FvcPCGEwoTHfuUDoyDx7,0.941,0.446,0.261,0.617,0.006379999999999999,10.0,1.0,0.117,0.0491,4.0,95.42,-22.908,john henry steel drivin boy hammer capt boy hammer kill john henry kill win kill gon kill east colorado honey honey honey john henry leave hammer paint red shinin red john henry dead hammer carrie capt boy
David Wilcox,block dog,73luVp6c7df4O0XIhBFBQL,0.6759999999999999,0.446,0.215,0.6990000000000001,1.73e-06,11.0,1.0,0.102,0.0389,3.0,172.512,-12.356,talk block dog summer kid happy block dog day choice feed hungry cold wear collar neighborhood fireplace winter lot house street summertime catch frisbee beg dinner meat talk block dog summer kid happy block dog day choice rusty gettin marry life life garden tend wife dig spot straight row diggin hide bone live harvest talk block dog summer kid happy block dog day choice rusty sad dave understand dog talk block dog summer kid happy block dog day choice nothin hound dog nothin hound dog tryin time
Ane Brun,the opening - live,3gQ6uAkdJ7Pji00FNKERZT,0.535,0.344,0.423,0.077,0.000102,2.0,0.0,0.691,0.0312,4.0,109.895,-10.048,darkness close swerve slowly light animal tree pocket peace perfect circle mark map late trace track forest light animal tree pocket peace perfect circle linger follow late wan rediscover meaning circleing
Anthony Hamilton,chyna black,6Jhu13RSsPUjvtYQiDEvMa,0.16899999999999998,0.467,0.57,0.223,0.0,2.0,1.0,0.16699999999999998,0.047,4.0,119.32,-5.72,chyna black road release soul funny life journey unknown hesitation tug pull fight smile release smoke ride read sign hold reason breath hope love touch deep chyna black ford pick carry load depend time cold soothe body mom robe hesitation tug pull fight smile release smoke ride read sign hold reason breath touch deep chyna black road
East To West,word from the wise,5ZpArBbNcbaRITZCfxu16x,0.14,0.6779999999999999,0.605,0.481,1.63e-05,11.0,0.0,0.0977,0.0294,4.0,119.953,-11.064,leonard ashlstrom koch start hear voice constantly cloud mind choice decision truth stand steady ground live wisdom solomon word wise search voice experience sing door rise circumstance chance build future truth divine advice word wise distraction fight win time tomorrow fruit action truth stand steady ground live wisdom solomon voice experience sing door rise circumstance chance build future truth divine advice word wise prayer death god reason gift compare heart wisdom voice experience sing door rise circumstance chance build future truth divine advice word wise
Gene Watson,only yesterday,3rBO3N7YUS8ZalBJp7BHJ4,0.188,0.591,0.241,0.334,0.000834,7.0,1.0,0.106,0.0281,4.0,87.82700000000001,-11.447,fancy meeting guess time meet yesterday remember time spend night goodbye stay mind yesterday feel unrelenting march time day fall day love star tomorrow yesterday feel unrelenting march time day fall day love build yesterday yesterday
Fucked Up,police,1ZXXOjm3lSvBcaulrGf7JS,5.97e-05,0.393,0.98,0.311,0.0469,11.0,0.0,0.0907,0.077,4.0,106.704,-5.51,hide cop break lock cop fun hide trash cop badge jail bail street police house police police gun police shitty band police fan police sleep bench punch chest sleep throw jeep sel drug listen bug pizza van fucking fan mustache hand stash ugly bash pop fasc head police bed police stand police fucking city
David Houston,mountain of love,6cc76tpJres70tzMXqLqg5,0.7929999999999999,0.6829999999999999,0.366,0.5329999999999999,6.54e-06,6.0,1.0,0.172,0.0303,3.0,100.359,-12.13,mountain love girl valley ocean dream girl valley marry girl valley mountain boy hold joy girl valley sweet live spring valley day head hold steppin philly win wear love ready marry mountain
Enslaved,giants,2jx2jVyrttaTcCMr3Fqc1x,1.4300000000000005e-05,0.34600000000000003,0.905,0.0763,0.00351,9.0,0.0,0.315,0.0581,4.0,139.938,-6.072,distance time endless void absence life chaos dwell tomb seduce invoke embrace birth flesh soul feel pulsate twilight domain unborn unveil approach cosmic womb smile pain grief laughter realize witness march giants soil seed gratify witness storming heaven endless rebirth restless step core return ride storm escape ride storm awake god god awake god god realize witness march giants soil seed gratify witness storming heaven endless rebirth
Emma Forman,fool me completely,5Syufq6dD3FVbXtbjAEoy0,0.91,0.46,0.13,0.142,0.0,7.0,1.0,0.149,0.0449,4.0,117.025,-16.952,time fall cross read wait wait wait complete complete wait life yeah wait life time complete time complete wait wait wait wait chance complete wait wait chance complete wait wait wait wait wait
Cadacross,among the stars,4rM9C8PqYW4Iug2gPHXFmp,0.000124,0.464,0.949,0.387,0.172,7.0,1.0,0.0781,0.083,4.0,84.971,-4.546,gaze comet scrape sky close eye pray star fall eternally burn chaotic brightness galaxy ignorance meet king fear descent heaven earth destructive angelhorde bring sorrow tomorrow summon endless agony wound crusade lose paradise heart yearn shore everdark chariot fly heaven blue land lake mountain dash faethon star burn night blaze glory ride final day unite merge star star burn night blaze glory ride final day
Converge,jane doe - live,32edOZTr5Z5fdorwzb8Tpi,0.000126,0.23,0.964,0.125,0.18600000000000005,0.0,1.0,0.698,0.184,4.0,132.137,-5.629,flood unforgive push pass spill bank fall faster light fast time memory dark search search ackward day tongue tie loss burden nightsweat rise blood lose saturday night search street bedroom eye save girl
Don Gibson,it only hurts for a little while,1BsW6BRQJaytVIjPATJZFn,0.893,0.463,0.175,0.4,6.09e-06,10.0,1.0,0.0855,0.0296,3.0,75.337,-13.173,hurt hurt heartache fade easy smart heart start forget hurt wait heart break heart break
Etta James,tears of joy,2IgZ9lqSlYSpTcF0Srt44P,0.429,0.7829999999999999,0.272,0.6829999999999999,1.68e-06,7.0,1.0,0.0504,0.0599,4.0,88.686,-9.909,fool love fool lie fool close eye people kissin win heart fool love day happen fool change livin walk straight lie lord forgive fool willin day happen fool change livin walk straight lie lord forgive fool willin
Al Kooper,one room country shack - remastered,5wO2w8oC4pLH2dQem72lnL,0.458,0.4320000000000001,0.685,0.923,6.09e-06,7.0,0.0,0.278,0.032,4.0,76.997,-5.442,lonely bad lonely sad experience sad experience lonely lonely worst yeah spend time rhyme yesterday lonely lonely lonely lonely lonely lonely lonely spend time rhyme yesterday lonely lonely lonely
Black Sabbath,after forever - live,4UMc8YeC3OTDlteyb2829g,2.24e-05,0.33,0.93,0.269,0.0652,1.0,1.0,0.953,0.0732,4.0,92.409,-5.176,anger pressure lose cage prisoner escape wicked legion strength lie giant monster break window house building glass rebel rebel holy outlaw ride power stand rock edge blade knife cut hero virgin whore taker maker smash smile strong rock follow leave stand shock edge blade hero bleed hunger feed head hero bleed
Bushido,dankbar (feat. j-luv),1YhKkov8Zj6QOsk35aEAmd,0.459,0.491,0.665,0.205,0.0,0.0,1.0,0.112,0.28600000000000003,4.0,86.764,-6.627000000000002,weine mehr blicke himmel seh nie gewollt seh engel weinen mama nie hast gefragt trotzdem heute dankbar geschenk gabst liebe gibt dinge kinder verstehen deshalb konnt kinderzimmer sehen nie spielen besuch bekannten stimman kopf machten angst deshalb kopf wand konnte nie verstehen geflossen letztendlich trã nen wut machte blind hass wuchs heran sagte lasst verdammt dachte wollten schlechtes antun jung verletzlich junge ziele probleme machte stummer schrei liebe perspektive allein welt trist verschneit mama nie hast gefragt trotzdem heute dankbar geschenk gabst liebe gibt dinge heute versteh mama freude nehmen gesorgt sagen mama heute schã kummer gemacht sorgen weiã tief drin gehofft morgen verzeihst unendlich gut reif geb punkt endlich person egal mach trotzdem liebst sohn fã ngst fall einzige frau fehler probleme mach ganz egal leben verkack hand person verdank mama nie hast gefragt trotzdem heute dankbar geschenk gabst liebe weine mehr blicke himmel schaust liebst seh engel lã cheln
Feeder,headstrong,2KMwrCBLWMdw65ktBaMkev,0.000404,0.394,0.987,0.329,0.429,10.0,0.0,0.217,0.071,4.0,168.97799999999995,-2.536,friend glass floor knock swimming ocean pain pull wrap heart chain head head head light feel waiting day lie invade smother fly feeling bite poison tounge climb mountain pain knock head head head light
Cruachan,sauron,6yEWKuuQxSzDcUgt7FbI3v,0.00294,0.465,0.926,0.355,0.0398,9.0,0.0,0.34600000000000003,0.0436,4.0,130.9,-6.049,south shadow rise blacken soul evil eye bring terror land oppose fall hand land mordor black sit throne dark hall plot north orc demon issue sauron sauron dark hear sauron sauron win reclaim ruling balrog tall orc army enemy fall hate northener bide time doom lose shire land song rule fear sauron sauron dark hear sauron sauron win reclaim ruling
Abhorrance,inborn awakening (live),3RADq6nmu3JhFMStPUsM2f,0.125,0.19,0.993,0.0544,0.252,3.0,1.0,0.937,0.195,4.0,104.109,-5.319,oppose negative space cast light suck black light cast evil accept fall darkness breed revolution defiance superficial expectation display denigration beau tif ul fuck image indifference fuck perfection senseless fashion anamnesis recall existence easily discard uniformity fuck live impress feel worthless
Deadsy,tom sawyer,6XIJF4lU5ddXvyBweJPdKl,1.2e-05,0.391,0.933,0.121,0.0069,11.0,1.0,0.289,0.0905,4.0,177.08,-5.047,modern day warrior stride tom sawyer pride mind rent arrogant reserve quiet defense ride day event river company society catch mist catch myth catch mystery catch drift love life deep sky wide tom sawyer space invade mind rent god government hopeful discontent change permanent change company society catch witless catch wit catch spirit catch spit love life deep eye wide exit warrior tom sawyer energy trade friction day
Few Left Standing,no apology - wormwood album version,2j8YO9Eej89a2sSgMmhVHR,0.33,0.41,0.715,0.105,0.913,8.0,1.0,0.482,0.0559,4.0,127.371,-11.674,breeze warm steadfast understand breathe word star bear precious memory count walk path tread mind lock worry afar repay life beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful
Bleachers,wild heart,0mzGcYx9ttm7Fhlx2hb2Et,0.485,0.644,0.687,0.556,0.0059,0.0,1.0,0.174,0.0702,4.0,75.98100000000002,-11.092,snow fall time snow smile time ready ready ready reckless love
The Cure,watching me fall,3YtOBhaLD1iKS7EElRwNYV,0.000299,0.37,0.8320000000000001,0.321,0.00032,9.0,0.0,0.146,0.037000000000000005,4.0,79.944,-3.1060000000000003,watch fall watch grow watch disappear slip ordinary ordinary eye yeah slip ordinary life life white cold moon snow neon bright tokyo light flicker crowd drift hour lose tired whisper ear insatiable breathe follow yeah bright hair black bed white night night yeah strip bone mirror wall swallow hold hand follow knee sucking insatiable smile forget yeah bright eye black bed white night night night night yeah yeah cruel cold day snow blood red tokyo bed watch pull hour deep fall mirror wall watch scream watch scream watch scream watch scream yeah watch watch slow watch disappear day yeah win ordinary eye watch fall watch fall watch fall watch fall
Christine McVie,you are,3bZu5a0xcYF2jSbHen6qGN,0.213,0.705,0.7809999999999999,0.952,6.2e-05,10.0,0.0,0.121,0.0257,4.0,135.43200000000002,-5.877000000000002,dream eye colour eye feel lip discover love fine touch hand blind colour eye feel lip discover love fine slow win time wait endlessly reason rhyme joy pain bring guess crime guilty fine touch hand blind colour eye feel lip discover love fine feel belong spin wheel
American Pearl,giveaway,7Bohnp9jhYMQwDoE2CwsDp,0.00429,0.4,0.974,0.49,0.0634,8.0,1.0,0.0784,0.0438,4.0,103.94,2.027,wrong talk walk talk song swam meet feel care remember rolling stone satisfied dyin live feel fallin bring remember rolling stone lie dyin
Abra Moore,touch and go,0XZKFH7GbeZdK2HxeUUsti,0.852,0.6890000000000001,0.212,0.17600000000000002,5.33e-05,4.0,1.0,0.0551,0.0372,4.0,88.09200000000001,-15.991,travel head pull lay remember burn streetlight set heart bottle leave head spin cling tight noonday sun win weave lover palm hand river head dripping teardrop fallin sky tide easy touch wet fish drip fingertip
Engenheiros Do Hawaii,hora do mergulho,4fx5S5bnCPoAqfMFEVE5G9,0.147,0.506,0.51,0.388,0.000678,11.0,1.0,0.353,0.028,4.0,146.017,-8.738,hora mergulho humberto gessinger feche porta esqueã barulho feche olhos tome hora mergulho sou moã seu moã poã nã tã fundo super homem nã supera superfã cie mortais viemos fundo sou velho meu velho tã velho quanto mundo quero paz uma trã gua lilã neon vegas profundidade lã guas queres paz prepara guerra nã queres descansa paz luz pediu poeta ãºltimas palavras lucidez completa depois silãªncio esqueã luz respire fundo sou dã spota esclarecido nessa escura profunda mediocracia contribuiã leandro maciel mail tecnico chez
The Asteroids Galaxy Tour,hurricane,0fY2YiLKlxpcM3IghwmgeO,0.000487,0.532,0.8,0.568,0.028,5.0,1.0,0.363,0.0353,4.0,95.978,-4.293,start walk road broken heart yeah write star fall fall word blow wind late late fall fall fall fall love hurricane blow baby save lift euphoria explain sound drown rain catch catch chain reason dream blend tear tear tearing tear hurricane blow baby save lift euphoria ohh hurricane blow baby save lift euphoria
Dark Age,my own darkness,1c0L7uFuExTlQBn2sImieT,0.8240000000000001,0.623,0.34700000000000003,0.395,0.125,2.0,0.0,0.0836,0.0312,4.0,125.018,-15.086,light watch day drown learn silently earn painfully carry cross wound feel lose sense sight fade day day hurt tomorrow sorrow tonight fade light darkness
Fozzy,big city nights,6wZo2KwuGcG6tnMbrJCRJz,0.000353,0.5660000000000001,0.862,0.847,0.28600000000000003,7.0,0.0,0.316,0.0311,4.0,140.018,-6.948,daylight fall night shark cut piece life feel catch outrageous thrill spin wheel fortune stand city city night city city night sunlight rise eye night leave feel sweet minute hour city city night city city night city city night city city night dream true love girl burn ice heart tonight city city night city city night city city night city city night city city night burn city city night city city night burn
Chris Rice,the face of christ,3l8GRlXVeDcCPEPcixRtCY,0.0769,0.29600000000000004,0.611,0.38,0.0,5.0,0.0,0.104,0.0381,4.0,89.929,-7.627000000000002,share dozen guy roof starry sky tattere sleep bag concrete slab bed cold talk tonight sit chorus frown guy stoop square eye funny feeling deal christ sixteen cold gray prison yard heart soft simple faith hard lay bible table hear humble prayer feel longing chorus choice day bear color skin planet mind strong eye blue brown daddy rich momma stick frown guy stoop square eye funny feeling deal chorus christ yeah christ
Ángeles Del Infierno,al otro lado del silencio,6rcu1u7Cbi162cjBt3qaxn,0.215,0.272,0.385,0.203,0.0,4.0,0.0,0.467,0.0318,4.0,114.491,-13.525,cerre ojos instante veo imagene borrado pasado feliz sueã nunca llegaran hacerse realidad nombre escrito pare viento hablara amigo lado silencio cancione recuerdan lugare suenan palabras nunca olvidado hacen sentir sueã nunca llegaran hacerse realidad nombre escrito pare viento hablara amigo lado silencio
Evergrey,your darkest hour - remastered,0bpugHxJiEZpKaB8YgyhY7,0.00248,0.279,0.8270000000000001,0.225,0.264,11.0,0.0,0.354,0.061,4.0,130.16,-8.379,feel question hate feel blame doubt caving reality judge judge feel question hold sleep guide drift light seek dark hour leave darkness light leave leave day vision bright feel question hate feel walk insanity awake crystal clarity
Die Verbannten Kinder Evas,shall i strive?,3F8sCQ5NkSMpKVYnyuuevF,0.8190000000000001,0.412,0.687,0.22,0.0261,8.0,0.0,0.224,0.0271,4.0,76.07,-5.129,strive word deed receive regard speak freely hear grief alas vain restless anguish reveal wound heal woe awhile delay patience prove time strange loving storm calm leave frown sweet love hand crowning
Cable35,cow head,60fuFnKEAecXXF9IXe8ogu,8.149999999999999e-05,0.521,0.984,0.266,0.792,2.0,1.0,0.332,0.118,4.0,147.981,-6.4270000000000005,voice head sleep bed voice head sleep bed sleep radio time time time time voice head sleep bed voice head sleep bed sleep radio time time time time alright alright alright alright time time time time voice head
2 Unlimited,do what i like,46f3szPf6jCuPr97AmR1JI,0.0286,0.713,0.89,0.918,0.00362,0.0,1.0,0.0447,0.0348,4.0,146.944,-9.328,ray enter brain pain gain rough brother care life dad mother search hunter speak pass mic matter ainta live life criticize live life criticize life satisfied live life ray rumour lie start mouth people hear start shout magazine cover lose bonus cover live demand demand live life finger ainta live life criticize live life criticize life satisfied live life ainta ray yeah damn damn ainta ray damn damn ainta ray ainta live life criticize live life criticize life satisfied live life ainta life
Brett Anderson,hymn,46UyvTaEhQTr62fNKyKBbp,0.961,0.429,0.226,0.0468,0.105,1.0,1.0,0.0848,0.0334,4.0,129.88,-10.888,shine plate glass hyacinth spanish star day catch camera climbing sun fade dawn hymn love starle glide morning slowly climbing sun fade dawn hymn london commence commence commence day commence day commence day
Capitan Melao,olvido,7J24rAGZ2hkFcXMZYXTu1z,0.7090000000000001,0.7440000000000001,0.52,0.72,0.82,7.0,1.0,0.136,0.0268,4.0,100.015,-8.758,sol cambia vivo mordiendo voy vac
The Four Horsemen,nobody said it was easy,5iJTwM76PXgFotKAWwJEjU,0.0276,0.475,0.583,0.532,2.05e-06,7.0,1.0,0.924,0.0427,4.0,112.58,-9.787,hey baby late rollin time easy goin dirty pity time reason mirror time draw nearer pay soul sick unforgiven blue sky overhead dirty livin yeah lover loser lonely heart night stand penny pocket dime hand mirror time draw nearer pay soul hurt love time score hit door easy easy easy easy easy easy easy
David Civera,cuidare de ti,4bF5yHeP65P5O5RGhf0ZCL,0.3,0.7090000000000001,0.552,0.522,5.85e-05,7.0,1.0,0.331,0.0304,4.0,114.991,-7.925,quiero beber sinceridad quiero comer boca dejarme llevar quiero sembrar toda energa quiero abrazarte soltarte fin cuidar cuidar llenas vida cuidar mirada abriga cuidar pasos suerte siempre cuidar paz desprende cuidar siempre entiendes cuidar pasos suerte siempre cuidar quiero construir caminos quiero seguirte cerca despertarme contigo quiero sembrar toda energa quiero abrazarte soltarte fin cuidar cuidar llenas vida
Fugazi,latin roots,0w3da9i05leTYI9YwGvOcK,0.000174,0.374,0.948,0.624,0.562,7.0,1.0,0.383,0.0589,4.0,151.99,-6.859,lie parent bed lay cos neatly stare ceiling vein vein start speak trace father footstep mother shoe latin root origin cog clog sand air breathe freely tongue loosely border approach border hand smear shoulder strain resistance scour door father footstep mother shoe cut latin root time meet maker
The Badlees,angels of mercy,7cb83KT3QxYoX29llC1crt,0.000904,0.598,0.858,0.7829999999999999,0.0,2.0,1.0,0.0931,0.0335,4.0,111.421,-7.587999999999999,alexander badlees chorus angel mercy lookin sky swear angel mercy lookin blame enemy chorus time changin time takin hold tight search explanation angel gettin impatient experiment chorus power healing experience feeling sense gon dead reason education shit speak generation agree crazy apathetic care admit loser admit scum admit cheap beer woman worry future bring wait happen pretend plan tomorrow bring chorus
