id,title,song_count,slug
5010,"Ledoux Chris",17,ledoux-chris
5011,"Lee Alvin",1,lee-alvin
5012,"Lee Ann Womack",4,lee-ann-womack
5013,"Lee Ben",54,lee-ben
5014,"Lee Brenda",3,lee-brenda
5015,"Lee Curtis",1,lee-curtis
5016,"Lee Dickie",1,lee-dickie
5017,"Lee Majors",2,lee-majors
5018,"Lee Marrow",2,lee-marrow
5019,"Lee Marvin",1,lee-marvin
5020,"Lee Peggy",1,lee-peggy
5021,"Lee Reed",1,lee-reed
5022,"Lee Rick",2,lee-rick
5023,"Lee Rita",15,lee-rita
5024,"Lee Rocker",1,lee-rocker
5025,"Lees Gene",1,lees-gene
5026,"Left Banke",1,left-banke
5027,"Left Hand Solution",10,left-hand-solution
5028,Lefthanded,4,lefthanded
5029,Legenda,13,legenda
5030,"Legendary Pink Dots",38,legendary-pink-dots
5031,"Legiao Urbana",93,legiao-urbana
5032,"Legrand Michel",1,legrand-michel
5033,"Lehmann Mike",2,lehmann-mike
5034,"Lehmanns Gesangssolisten",1,lehmanns-gesangssolisten
5035,"Lehrer Tom",1,lehrer-tom
5036,"Leif Garrett",2,leif-garrett
5037,"Leila Negra",1,leila-negra
5038,"Leila Negra And Peter Alexander",1,leila-negra-and-peter-alexander
5039,Leinemann,2,leinemann
5040,"Leipziger Knabenchor",1,leipziger-knabenchor
5041,"Leloup Jean",16,leloup-jean
5042,"Lemay Linda",2,lemay-linda
5043,"Lemay Lynda",30,lemay-lynda
5044,"Lemon Pipers",1,lemon-pipers
5045,Lemonheads,54,lemonheads
5046,"Lems Kristin",10,lems-kristin
5047,Len,3,len
5048,"Lena Andersson",2,lena-andersson
5049,"Lena Horne",1,lena-horne
5050,"Lena Valeitis",8,lena-valeitis
5051,"Lene Marlin",9,lene-marlin
5052,"Leningrad Cowboys",13,leningrad-cowboys
5053,"Lennon John",69,lennon-john
5054,"Lennon Julian",4,lennon-julian
5055,"Lennox Annie",5,lennox-annie
5056,"Lenny Kravitz",93,lenny-kravitz
5057,"Lenorman G&#233;rard",1,lenorman-g-233-rard
5058,"Leo Sayer",82,leo-sayer
5059,"Leo Selzak",1,leo-selzak
5060,Leon,1,leon
5061,"Leon Haywood",1,leon-haywood
5062,"Leon Mcauliffe",1,leon-mcauliffe
5063,Leonard,2,leonard
5064,"Leonard Cohen",110,leonard-cohen
5065,"Leonardos Bride",1,leonardos-bride
5066,"Lerian Enno",4,lerian-enno
5067,"Lerner Alan Jay",11,lerner-alan-jay
5068,"Leroy Gomez",1,leroy-gomez
5069,"Les B.b",1,les-b-b
5070,"Les Claypool",1,les-claypool
5071,"Les Colocs",2,les-colocs
5072,"Les Copains",1,les-copains
5073,"Les Humphries Singers",22,les-humphries-singers
5074,"Les Immer Essen",1,les-immer-essen
5075,"Les Mckeown",2,les-mckeown
5076,"Les Miserables",24,les-miserables
5077,"Les Negresses Vertes",13,les-negresses-vertes
5078,"Les Sultans",1,les-sultans
5079,"Les Thugs",9,les-thugs
5080,"Les V.r.p",24,les-v-r-p
5081,"Les Visible",1,les-visible
5082,"Lesbische, Schwarze Behinderte",1,lesbische-schwarze-behinderte
5083,"Leskinen Juice",1,leskinen-juice
5084,"Lesley Hamilton",4,lesley-hamilton
5085,"Leslie Gore",1,leslie-gore
5086,"Less Than Jake",59,less-than-jake
5087,"Let Loose",1,let-loose
5088,"Lethal Toxin",1,lethal-toxin
5089,"Letters To Cleo",3,letters-to-cleo
5090,"Level 42",51,level-42
5091,Levellers,14,levellers
5092,Levert,2,levert
5093,"Levy Grover",1,levy-grover
5094,"Lewis Barbara",1,lewis-barbara
5095,"Lewis Collins",1,lewis-collins
5096,"Lewis Crystal",2,lewis-crystal
5097,"Lewis Donna",10,lewis-donna
5098,"Lewis Gary",1,lewis-gary
5099,"Lewis Huey",8,lewis-huey
5100,"Lewis Jerry",1,lewis-jerry
5101,LFO,29,lfo
5102,"Lfo (lyte Funkie Ones)",1,lfo-lyte-funkie-ones
5103,"Lian Ross",1,lian-ross
5104,"Liane Augustin",1,liane-augustin
5105,"Liar Of Golgotha",8,liar-of-golgotha
5106,"Liberty X",16,liberty-x
5107,"Libido Boys",1,libido-boys
5108,Liebe,1,liebe
5109,"Lied Der Deutschen",1,lied-der-deutschen
5110,"Liege Lord",16,liege-lord
5111,"Life Of Agony",31,life-of-agony
5112,"Life Sex And Death",1,life-sex-and-death
5113,Lifehouse,34,lifehouse
5114,Lifer,10,lifer
5115,Liftiba,1,liftiba
5116,"Ligabue Luciano",45,ligabue-luciano
5117,"Lightfoot Gordon",16,lightfoot-gordon
5118,"Lighthouse Family",21,lighthouse-family
5119,"Lightning Seeds",27,lightning-seeds
5120,Likwido,1,likwido
5121,"Lil Kim",2,lil-kim
5122,"Lil Mo",1,lil-mo
5123,"Lil Unique Spitting Butterflies",1,lil-unique-spitting-butterflies
5124,"Lila Mccann",1,lila-mccann
5125,"Lillian Axe",1,lillian-axe
5126,Lillix,1,lillix
5127,"Lilly Berlin",1,lilly-berlin
5128,Lilsuzy,1,lilsuzy
5129,Lilu,1,lilu
5130,Limahl,7,limahl
5131,Limbomaniacs,7,limbomaniacs
5132,"Limbonic Art",31,limbonic-art
5133,Lime,1,lime
5134,Limp,11,limp
5135,"Limp Bizkit",25,limp-bizkit
5136,Limpleg,1,limpleg
5137,"Lind Bob",1,lind-bob
5138,"Lind Espen",7,lind-espen
5139,"Linda Bergen",1,linda-bergen
5140,"Linda Kendrick",1,linda-kendrick
5141,"Linda Perry",2,linda-perry
5142,"Lindsay Pagano",6,lindsay-pagano
5143,"Lindsey De Paul And Mike Moran",2,lindsey-de-paul-and-mike-moran
5144,"Lindt And Kaouml;tscher",1,lindt-and-kaouml-tscher
5145,Lingua,5,lingua
5146,"Link 80",15,link-80
5147,"Linkin Park",36,linkin-park
5148,"Lino Moreno",1,lino-moreno
5149,Linoleum,19,linoleum
5150,"Lins Ivan",6,lins-ivan
5151,Linsensuppe,1,linsensuppe
5152,"Linsey De Paul",1,linsey-de-paul
5153,Lio,2,lio
5154,"Lion P",1,lion-p
5155,"Lionel Richie",55,lionel-richie
5156,"Lionel Richie And Diana Ross",1,lionel-richie-and-diana-ross
5158,Liquido,13,liquido
5159,"Lisa Lisa And Cult Jam",1,lisa-lisa-and-cult-jam
5160,"Lisa Loeb",51,lisa-loeb
5161,"Lisa Salzer",1,lisa-salzer
5162,"Lisa Stansfield",16,lisa-stansfield
5163,"Listening Pool",9,listening-pool
5164,Lit,58,lit
5165,Litfiba,75,litfiba
5166,"Little Angels",9,little-angels
5167,"Little Eva",1,little-eva
5168,"Little Feat",1,little-feat
5169,"Little Harris",1,little-harris
5170,"Little Richard",4,little-richard
5171,"Little River Band",2,little-river-band
5172,"Little Shop Of Horrors",1,little-shop-of-horrors
5173,"Little Suzy",1,little-suzy
5174,"Little Texas",4,little-texas
5175,Litzy,1,litzy
5176,"Liv Kristine",7,liv-kristine
5177,"Livaneli Zulfu",18,livaneli-zulfu
5178,Live,94,live
5179,Liveonrelease,6,liveonrelease
5180,"Liverpool Express",1,liverpool-express
5181,"Livin La Vida Loca Boys",1,livin-la-vida-loca-boys
5182,"Living Colour",2,living-colour
5183,"Living End",4,living-end
5184,"Living In A Box",2,living-in-a-box
5185,"Liz Phair",41,liz-phair
5186,"Liz&#225;rraga Felipe",3,liz-225-rraga-felipe
5187,"Liza Minelli",1,liza-minelli
5188,"Lizzie Mcguire",11,lizzie-mcguire
5189,"Ll Cool J",124,ll-cool-j
5190,"Ll Cool Jay",1,ll-cool-jay
5191,Lloyd,40,lloyd
5192,"Lloyd Cole",49,lloyd-cole
5193,"Lluis Llach",4,lluis-llach
5194,Loaded,1,loaded
5195,Lobo,4,lobo
5196,"Local H",50,local-h
5197,"Loduca Joseph",1,loduca-joseph
5198,"Loeb Lisa",21,loeb-lisa
5199,"Loesser Frank",1,loesser-frank
5200,"Lofgren Nils",2,lofgren-nils
5201,Loft,1,loft
5202,"Loggins And Messina",1,loggins-and-messina
5203,"Loggins Kenny",9,loggins-kenny
5204,"Loki And Legolas",1,loki-and-legolas
5205,"Lokua Kanza",11,lokua-kanza
5206,Lolita,2,lolita
5207,Lollies,3,lollies
5208,Lolly,1,lolly
5209,"London Boys",2,london-boys
5210,"Lone Justice",2,lone-justice
5211,"Lonely Boys",12,lonely-boys
5212,Lonestar,80,lonestar
5213,Lonewolf,36,lonewolf
5214,Longpigs,11,longpigs
5215,"Lonny Kellner",1,lonny-kellner
5216,"Lonny Kellner And Rene Carol",1,lonny-kellner-and-rene-carol
5217,Lonzo,4,lonzo
5218,"Looking Glass",1,looking-glass
5219,Loona,4,loona
5220,"Lopez Jennifer",1,lopez-jennifer
5221,"Lopez Trini",1,lopez-trini
5222,Loquillo,4,loquillo
5223,"Lord Belial",17,lord-belial
5224,"Lords of Acid",26,lords-of-acid
5225,"Lords Of The New Church",23,lords-of-the-new-church
5226,"Loreena Mccennitt",41,loreena-mccennitt
5227,"Loreena Mckennitt",43,loreena-mckennitt
5228,"Lorenz Hart And Richard Rodgers",1,lorenz-hart-and-richard-rodgers
5229,"Loretta Goggi",2,loretta-goggi
5230,"Loretta Lynn",1,loretta-lynn
5231,"Los Autenticos Decadentes",1,los-autenticos-decadentes
5232,"Los Cantantes",1,los-cantantes
5233,"Los De Adentro",10,los-de-adentro
5234,"Los Del Rio",1,los-del-rio
5235,"Los Disc&#237;pulos De Otilia",13,los-disc-237-pulos-de-otilia
5236,"Los Fabulosos Cadillacs",6,los-fabulosos-cadillacs
5237,"Los Gaiteros De San Jacinto",15,los-gaiteros-de-san-jacinto
5238,"Los Hijos De Sanchez",11,los-hijos-de-sanchez
5239,"Los Jaivas",2,los-jaivas
5240,"Los Lagartos",12,los-lagartos
5241,"Los Lobos",3,los-lobos
5242,"Los Lobos Con Antonia Banderas",1,los-lobos-con-antonia-banderas
5243,"Los Paraquayos",1,los-paraquayos
5244,"Los Piojos",1,los-piojos
5245,"Los Rabanes",2,los-rabanes
5246,"Los Temerarios",8,los-temerarios
5247,"Los Tres",27,los-tres
5248,"Los Tres Tristes Tigres",1,los-tres-tristes-tigres
5249,"Los Umbrellos",1,los-umbrellos
5250,"Los Visitantes",1,los-visitantes
5252,"Lost And Found",1,lost-and-found
5253,"Lost Boyz",5,lost-boyz
5254,"Lost In Reality",8,lost-in-reality
5255,"Lost Prophets",11,lost-prophets
5256,"Loti Pohl",1,loti-pohl
5257,"Lotto King Karl",1,lotto-king-karl
5258,"Lotto King Karl Fischering Roh",1,lotto-king-karl-fischering-roh
5259,"Lou Bega",7,lou-bega
5260,"Lou Gramm",1,lou-gramm
5261,"Lou Rawls",1,lou-rawls
5262,"Lou Read",1,lou-read
5263,"Lou Reed",50,lou-reed
5264,Loudblast,5,loudblast
5265,"Loudermilk John",17,loudermilk-john
5266,"Louis Armstrong",50,louis-armstrong
5267,Louise,1,louise
5268,"Louise Tucker",1,louise-tucker
5269,Loukass,11,loukass
5270,Love,34,love
5271,"Love And Rockets",2,love-and-rockets
5272,"Love Canal",1,love-canal
5273,"Love Darlene",1,love-darlene
5274,"Love Like Blood",8,love-like-blood
5275,"Love Message",1,love-message
5276,"Love Seed Mama Jump",5,love-seed-mama-jump
5277,"Love Spit Love",2,love-spit-love
5278,Lovebugs,2,lovebugs
5279,"Lovelady Bill",1,lovelady-bill
5280,"Loveless Patty",16,loveless-patty
5281,Lovemongers,1,lovemongers
5282,Loverboy,26,loverboy
5283,"Lovett Lyle",23,lovett-lyle
5284,"Lovin Spoonful",9,lovin-spoonful
5285,"Low Gary",1,low-gary
5286,"Lowe Nick",3,lowe-nick
5287,"Lownoise Charly",7,lownoise-charly
5289,Lsg,2,lsg
5290,Luba,22,luba
5291,Luc,1,luc
5292,"Luca Natalie",1,luca-natalie
5293,"Luca Turilli",10,luca-turilli
5294,"Lucas Trio",2,lucas-trio
5295,Lucca,1,lucca
5296,Lucero,1,lucero
5297,Lucifugum,26,lucifugum
5298,Lucilectric,41,lucilectric
5299,"Lucky Boys Confusion",24,lucky-boys-confusion
5300,"Lucy Pearl",1,lucy-pearl
5301,Ludacris,18,ludacris
5302,"Ludwig Hirsch",34,ludwig-hirsch
5303,"Ludwig Von 88",66,ludwig-von-88
5304,Lui,1,lui
5305,"Luisa Fernandez",4,luisa-fernandez
5306,"Luisa Fernandez And Peter Kent",1,luisa-fernandez-and-peter-kent
5307,"Luiz Asp Project",2,luiz-asp-project
5308,"Luiz Bonfa",1,luiz-bonfa
5309,"Luka Bloom",1,luka-bloom
5310,Lulu,2,lulu
5311,"Lulu And The Luvvers",1,lulu-and-the-luvvers
5312,Luna,28,luna
5313,"Luna Luna",4,luna-luna
5314,"Luna Sea",2,luna-sea
5315,"Lunar Aurora",13,lunar-aurora
5316,"Lundstedt Andreas",1,lundstedt-andreas
5317,Luniz,2,luniz
5318,Lupus,3,lupus
5319,"Luscious Jackson",45,luscious-jackson
5320,Lush,2,lush
5321,"Luther Vandros",1,luther-vandros
5322,"Luther Vandross",47,luther-vandross
5323,"Luticia Mcneal",1,luticia-mcneal
5324,"Lutricia Mc Neal",3,lutricia-mc-neal
5325,"Lutricia Mcneal",2,lutricia-mcneal
5326,"Lutz Landers",3,lutz-landers
5327,"Luud Rubbers",2,luud-rubbers
5328,Luv,3,luv
5329,"Lux Occulta",6,lux-occulta
5330,"Lyane Hegemann",1,lyane-hegemann
5331,Lycia,26,lycia
5332,"Lyle Lovett",1,lyle-lovett
5333,"Lynard Skynard",1,lynard-skynard
5334,"Lynn Anderson",1,lynn-anderson
5335,"Lynn Vera",2,lynn-vera
5336,"Lynne Jeff",3,lynne-jeff
5337,"Lynrd Skynrd",1,lynrd-skynrd
5338,"Lynyrd Skynyrd",67,lynyrd-skynyrd
5339,"Lyons Dana",2,lyons-dana
5340,"Lys Assia",4,lys-assia
5341,"Lyte Funkie Ones",1,lyte-funkie-ones
5342,"Lyte Funky Ones",1,lyte-funky-ones
5343,"M I C",1,m-i-c
5344,"M I L C",8,m-i-l-c
5345,"M People",5,m-people
5346,"M&#227;o Morta",1,m-227-o-morta
5347,"M&#252;nchener Freiheit",20,m-252-nchener-freiheit
5348,"M. E. S. T.",1,m-e-s-t
5349,"M. Shafro And Co",1,m-shafro-and-co
5351,"M.c. Miker g And Deejay Seven",2,m-c-miker-g-and-deejay-seven
5352,"M.c. Sar And The Real Mccoy",1,m-c-sar-and-the-real-mccoy
5353,"M.k. From The Trendsetters",3,m-k-from-the-trendsetters
5354,M.o.p.,1,m-o-p
5355,M2m,37,m2m
5356,Maanam,6,maanam
5357,Maarja,5,maarja
5358,"Mac And Katie Kisson",1,mac-and-katie-kisson
5359,"Mac Band",1,mac-band
5360,"Mac Davis",1,mac-davis
5361,Macabre,19,macabre
5362,"Macc Lads",10,macc-lads
5363,"Maccoll Ewan",2,maccoll-ewan
5364,"Maccoll Kirsty",18,maccoll-kirsty
5365,"Maccrane Paul",1,maccrane-paul
5366,"Macdonald Melissa",1,macdonald-melissa
5367,"Macdonald Michael",2,macdonald-michael
5368,Macericks,1,macericks
5369,"Machine Head",26,machine-head
5370,"Machines Of Loving Grace",8,machines-of-loving-grace
5371,"Macias Enrico",3,macias-enrico
5372,"Mack 10",1,mack-10
5373,"Mack David",1,mack-david
5374,"Macy Gray",21,macy-gray
5375,"Mad Caddies",3,mad-caddies
5376,"Mad Dog Loose",13,mad-dog-loose
5377,"Mad Season",8,mad-season
5379,Maddos,1,maddos
5380,Madness,63,madness
5381,Madonna,197,madonna
5382,Madredeus,22,madredeus
5383,Mae,10,mae
5384,"Maestro Fresh Wes",1,maestro-fresh-wes
5385,"Maffay Peter",3,maffay-peter
5386,"Magalona Francis",13,magalona-francis
5387,"Magarita And The Swingin Girls",1,magarita-and-the-swingin-girls
5388,Magazine,9,magazine
5389,"Magdalene Michel Soth",1,magdalene-michel-soth-2
5390,"Magdalene Michel-soth",1,magdalene-michel-soth
5391,"Maggard Cletus",1,maggard-cletus
5392,"Maggie Mae",3,maggie-mae
5393,"Maggies Farm",2,maggies-farm
5394,"Magic Affair",3,magic-affair
5395,Magnapop,23,magnapop
5396,Magnum,17,magnum
5397,"Magpie Ehuc",1,magpie-ehuc
5398,"Maharry Wendy",1,maharry-wendy
5399,Mahrcio,2,mahrcio
5400,"Mai Tai",1,mai-tai
5401,"Maia Tim",17,maia-tim
5402,"Main Concept",1,main-concept
5403,"Main Source",1,main-source
5404,"Mainframe Entertainment",1,mainframe-entertainment
5405,"Maivia Rocky",1,maivia-rocky
5406,"Majid Sheila",3,majid-sheila
5407,Makaveli,2,makaveli
5408,Makromad,1,makromad
5409,"Malachi Crunch",7,malachi-crunch
5410,"Malaiholo Harvey",3,malaiholo-harvey
5411,Malaysia,5,malaysia
5412,"Malcolm Roberts",1,malcolm-roberts
5413,"Malcom And Liz",1,malcom-and-liz
5414,"Malcom And Mclaren",2,malcom-and-mclaren
5415,"Maldita Vecindad",1,maldita-vecindad
5416,"Male Six",1,male-six
5417,"Malevolent Creation",56,malevolent-creation
5418,Malfa,8,malfa
5419,Malgoni,1,malgoni
5420,Mallet,1,mallet
5421,"Malmkvist Siw",1,malmkvist-siw
5422,"Malmsteen Yngwie",13,malmsteen-yngwie
5423,Malpraktis,3,malpraktis
5424,"Mamas & The Papas",4,mamas-the-papas
5425,"Mamas And Papas",4,mamas-and-papas
5426,"Mamas And The Papas",3,mamas-and-the-papas
5427,"Mamonas Assassinas",8,mamonas-assassinas
5428,"Man At Work",1,man-at-work
5429,"Man Without Hats",1,man-without-hats
5430,Man&#225;,22,man-225
5431,Manatark,4,manatark
5432,Manau,7,manau
5433,Manbreak,6,manbreak
5434,"Manchester Melissa",4,manchester-melissa
5435,"Manco Baris",3,manco-baris
5436,Mandauml;rz,1,mandauml-rz
5437,"Mandel Johnny",1,mandel-johnny
5438,"Mandeville Gaston",1,mandeville-gaston
5439,"Mandrell Barbara",7,mandrell-barbara
5440,Mandy,3,mandy
5441,"Mandy Moore",37,mandy-moore
5442,"Mandy Winter",2,mandy-winter
5443,"Manfred Mann",4,manfred-mann
5444,"Manfred Manns Earth Band",17,manfred-manns-earth-band
5445,"Manfred Maurenbrecher",1,manfred-maurenbrecher
5446,"Manfred Morgan",1,manfred-morgan
5447,"Mango Groove",6,mango-groove
5448,"Manhattan Transfer",11,manhattan-transfer
5449,Manhattans,2,manhattans
5450,"Manic Eden",10,manic-eden
5451,"Manic Street Preachers",151,manic-street-preachers
5452,"Manilla Road",64,manilla-road
5453,"Manilow Barry",7,manilow-barry
5454,Mankind,3,mankind
5455,"Mann Aimee",23,mann-aimee
5456,"Mann Barry",1,mann-barry
5457,"Mann Billy",1,mann-billy
5458,"Mannoia Fiorella",3,mannoia-fiorella
5459,"Mano Negra",4,mano-negra
5460,"Manoevres In The Dark",9,manoevres-in-the-dark
5461,Manowar,80,manowar
5462,Mansun,16,mansun
5463,Mantis,2,mantis
5464,Mantissa,1,mantissa
5465,"Manu Chao",1,manu-chao
5466,Manuel,1,manuel
5467,"Manuel And Pony",1,manuel-and-pony
5468,"Manuel B",1,manuel-b
5469,Manuela,12,manuela
5470,"Manuela And Wolfgang",1,manuela-and-wolfgang
5471,"Manuela Sauuml;kar",1,manuela-sauuml-kar
5472,"Manuela Weiden",1,manuela-weiden
5473,Maouml;lltaler,20,maouml-lltaler
5474,"Maouml;sser And Olias",2,maouml-sser-and-olias
5475,"Mara Kayser",2,mara-kayser
5476,"Marc Almond",6,marc-almond
5477,"Marc Andre",1,marc-andre
5478,"Marc Anthony",50,marc-anthony
5479,"Marc Cohn",3,marc-cohn
5480,"Marc De Ville",1,marc-de-ville
5481,"Marc Seaberg",1,marc-seaberg
5482,Marcels,1,marcels
5483,"Marco Borsato",1,marco-borsato
5484,"Marco M.",1,marco-m
5485,"Marco Masini",9,marco-masini
5486,"Marcy Brothers",3,marcy-brothers
5487,"Marcy Playground",12,marcy-playground
5488,Marduk,19,marduk
5489,"Margot Eskens",2,margot-eskens
5490,"Margot Eskens And G.g. Anderson",1,margot-eskens-and-g-g-anderson
5491,"Margot Werner",1,margot-werner
5492,"Maria And Margot Hellweg",1,maria-and-margot-hellweg
5493,"Maria Magdalena",1,maria-magdalena
5494,"Maria Mathis",1,maria-mathis
5495,"Maria Mckee",2,maria-mckee
5496,"Maria Vidal",1,maria-vidal
5497,"Mariah Carey",144,mariah-carey
5498,"Mariah Carey And Boyz Ii Men",1,mariah-carey-and-boyz-ii-men
5499,"Mariah Carey And Puff Daddy",1,mariah-carey-and-puff-daddy
5500,"Mariah Carey And Whitney Houston",1,mariah-carey-and-whitney-houston
5501,"Mariah Carey Feat. Jay-z",1,mariah-carey-feat-jay-z
5502,"Mariah Carey Feat. Joe And Nas",1,mariah-carey-feat-joe-and-nas
5503,"Mariah Carey Feat. Odb",1,mariah-carey-feat-odb
5504,"Mariah Carrey And Boyz Ii Men",1,mariah-carrey-and-boyz-ii-men
5505,"Marianne And Michael",4,marianne-and-michael
5506,"Marianne Faithfull",2,marianne-faithfull
5507,"Marianne Rosenberg",21,marianne-rosenberg
5508,"Marias Basement",1,marias-basement
5509,"Marie Andergast And Hans Lang",1,marie-andergast-and-hans-lang
5510,"Marie Myriam",1,marie-myriam
5511,"Marie Osmond",1,marie-osmond
5512,"Marie Sonja",1,marie-sonja
5513,"Marie Teena",2,marie-teena
5514,Marietta,1,marietta
5515,Marillion,83,marillion
5516,"Marilyn Manson",107,marilyn-manson
5517,"Marilyn Monroe",1,marilyn-monroe
5518,"Mario Jordan",1,mario-jordan
5519,"Mario Jordon",2,mario-jordon
5520,"Mario Mendez",1,mario-mendez
5521,"Mario Vogt",1,mario-vogt
5522,Marion,10,marion
5523,"Marion And Wolfgang Thomasius",1,marion-and-wolfgang-thomasius
5524,"Marion Mandauml;rz",1,marion-mandauml-rz
5525,"Mariska Verses",1,mariska-verses
5526,"Marius Mauuml;ller-westernhagen",9,marius-mauuml-ller-westernhagen
5527,Marjo,1,marjo
5528,"Mark Oh",3,mark-oh
5529,"Mark Oh Vs. John Davies",1,mark-oh-vs-john-davies
5530,"Mark Owen",3,mark-owen
5531,"Markos Teresa",1,markos-teresa
5532,"Marks Kenny",2,marks-kenny
5533,Markus,6,markus
5534,"Markus Rauuml;ger",2,markus-rauuml-ger
5535,"Marky Mark And The Funky Bunch",2,marky-mark-and-the-funky-bunch
5536,"Marky Mark Feat. Prince Ital. Joe",1,marky-mark-feat-prince-ital-joe
5537,"Marlene Dietrich",4,marlene-dietrich
5538,"Marlene Ricci",1,marlene-ricci
5539,"Marley Bob",4,marley-bob
5540,"Marley Ziggy",9,marley-ziggy
5541,"Marleys Ghost",33,marleys-ghost
5542,"Maroon 5",11,maroon-5
5543,"Marry Me Jane",6,marry-me-jane
5544,Marschall,1,marschall
5545,"Marshall Amanda",6,marshall-amanda
5546,"Martella Paolo",1,martella-paolo
5547,"Martha And The Vandellas",1,martha-and-the-vandellas
5548,"Marti Webb",2,marti-webb
5549,"Martia Bazar",1,martia-bazar
5550,Martika,3,martika
5551,"Martin Abdalla",1,martin-abdalla
5552,"Martin Billie Ray",1,martin-billie-ray
5553,"Martin Dean",2,martin-dean
5554,"Martin Griffith",1,martin-griffith
5555,"Martin Keith",2,martin-keith
5556,"Martin Mann",3,martin-mann
5557,"Martin Marilyn",1,martin-marilyn
5558,"Martin Pirkl",1,martin-pirkl
5559,"Martin Ricky",2,martin-ricky
5560,"Martina Germek",1,martina-germek
5561,"Martina Mcbride",50,martina-mcbride
5562,"Martindale Wink",1,martindale-wink
5563,Martinelli,1,martinelli
5564,"Martinez Idelle",2,martinez-idelle
5565,"Martinez Nancy",1,martinez-nancy
5566,"Martinez Roscoe",1,martinez-roscoe
5567,"Martini Ranch",10,martini-ranch
5568,Martinis,1,martinis
5569,"Martino Bruno",1,martino-bruno
5570,"Marton Sandy",1,marton-sandy
5571,"Martyn John",2,martyn-john
5572,"Martyn John And Beverly",8,martyn-john-and-beverly
5573,Marusha,2,marusha
5574,"Marvelous 3",1,marvelous-3
5575,Marvin,1,marvin
5576,"Marvin Gaye",2,marvin-gaye
5577,"Marwan Gedeon",1,marwan-gedeon
5578,"Marx Patr&#237;cia",1,marx-patr-237-cia
5579,Mary,2,mary
5580,"Mary And Gordy",1,mary-and-gordy
5581,"Mary Black",1,mary-black
5582,"Mary Chapin Carpenter",1,mary-chapin-carpenter
5583,"Mary Hopkin",1,mary-hopkin
5584,"Mary J Blige",31,mary-j-blige-2
5585,"Mary J. Blidge",1,mary-j-blidge
5586,"Mary J. Blige",9,mary-j-blige
5587,"Mary Mac Gregor",1,mary-mac-gregor
5588,"Mary Mary",12,mary-mary
5589,"Mary Roos",11,mary-roos
5590,"Mary Roos And David Hanselmann",1,mary-roos-and-david-hanselmann
5591,"Mas Hysteria",1,mas-hysteria
5592,Mase,9,mase
5593,"Mase (feat. Puff Daddy)",1,mase-feat-puff-daddy
5594,"Mase Mase",1,mase-mase
5595,Mash,2,mash
5596,"Mason Barry",1,mason-barry
5597,"Mason Dave",1,mason-dave
5598,"Mason Mila",3,mason-mila
5599,Masque,9,masque
5600,Masquerade,2,masquerade
5601,"Mass Hysteria",4,mass-hysteria
5602,Massacra,38,massacra
5603,"Massive Attack",37,massive-attack
5604,"Massive Taouml;ne",15,massive-taouml-ne
5605,Master,19,master
5606,"Master P",47,master-p
5607,Masterboy,12,masterboy
5608,"Masters Hammer",28,masters-hammer
5609,"Masters Of The Obvious",1,masters-of-the-obvious
5610,"Masters Rick",6,masters-rick
5611,Mastertune,9,mastertune
5612,Matchbox,6,matchbox
5613,"Matchbox 2",1,matchbox-2
5614,"Matchbox 20",42,matchbox-20
5615,"Matchbox Twenty",35,matchbox-twenty
5616,"Material Issue",1,material-issue
5617,"Matgot Eskens",1,matgot-eskens
5618,"Mathieu Mireille",1,mathieu-mireille
5619,"Mathis Johnny",5,mathis-johnny
5620,Mathou,4,mathou
5621,"Matia Bazar",1,matia-bazar
5622,Matmatah,12,matmatah
5623,"Matt Bianco",4,matt-bianco
5624,"Mattea Kathy",39,mattea-kathy
5625,"Matthew Good Band",71,matthew-good-band
5626,"Matthew Wilder",2,matthew-wilder
5627,"Matthews Wendy",7,matthews-wendy
5628,"Matthias Reim",23,matthias-reim
5629,"Mau Mau",2,mau-mau
5630,"Maule Brad",2,maule-brad
